gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,pass_through,truncated_by_depth,pass_through_defined,active_days,activity_span_days,out_after_prior_day_in_tx,prior_day_in_fraction,betweenness,betweenness_pct,pagerank_pct,score_consolidator,score_transit,score_distributor,score_terminal,score_coordinator,score_peripheral,volume_pct,tx_pct,temporal_priority
100000000274067100,distributor,0.6624399616,1,0.5635730639,in_deg=2; out_deg=3; in=517704; out=2.969e+06 KZT; tx=9/9; role_score=0.662; depth=1; truncated=0; is_seed=0,1,False,2,3,517704.0000000000,2969000.0000000000,9,9,0.0004111734,5.7349373387,False,True,13,29,3,0.3333333333,0.0000011889,0.0976627713,0.7177491103,0.6421426413,0.6019308644,0.6624399616,0.0000000000,0.2836886730,0.3375600384,0.9863167340,0.9553611485,0.3184537162
100000000287768100,peripheral,0.6212601995,0,0.1415667773,in_deg=1; out_deg=0; in=35168; out=0 KZT; tx=1/0; role_score=0.621; depth=3; truncated=0; is_seed=0,3,False,1,0,35168.0000000000,0.0000000000,1,0,0.0002871323,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.1132117438,0.0000000000,0.0000000000,0.0000000000,0.3787398005,0.0000000000,0.6212601995,0.3407357559,0.2626738448,0.0000000000
100000000288317100,coordinator,0.6074638410,0,0.5911814494,in_deg=2; out_deg=3; in=100000; out=53500 KZT; tx=2/3; bet_pct=0.656; pr_pct=0.494; depth=3; truncated=0; is_seed=0,3,False,2,3,100000.0000000000,53500.0000000000,2,3,0.0003111042,0.5350000000,False,True,4,14,0,0.0000000000,0.0000582552,0.6560934891,0.4939946619,0.5238893926,0.4238724784,0.4326609030,0.3480122393,0.6074638410,0.3925361590,0.6561238223,0.8227904890,0.0000000000
100000000291906100,coordinator,0.7774638855,6,0.7658629432,in_deg=2; out_deg=2; in=388000; out=455854 KZT; tx=3/6; bet_pct=0.715; pr_pct=0.922; depth=2; truncated=0; is_seed=0,2,False,2,2,388000.0000000000,455854.0000000000,3,6,0.0007579522,1.1748814433,False,True,7,31,1,0.1666666667,0.0000780699,0.7153589316,0.9223754448,0.6478921124,0.6050998991,0.5160302594,0.0000000000,0.7774638855,0.2225361145,0.9131897712,0.8930013459,0.1488335576
100000000291908100,terminal,0.6912793852,6,0.6019587697,in_deg=1; out_deg=1; in=295500; out=13300 KZT; tx=5/1; out/in=0.045; prev_day=0.000; depth=3; truncated=0; is_seed=0,3,False,1,1,295500.0000000000,13300.0000000000,5,1,0.0007016680,0.0450084602,False,True,6,31,0,0.0000000000,0.0000198147,0.4065108514,0.9116992883,0.0000000000,0.1181487929,0.0000000000,0.6912793852,0.5580673825,0.3087206148,0.7830865859,0.8476895469,0.0000000000
100000000297649100,peripheral,0.7153963352,7,0.3972974183,in_deg=1; out_deg=1; in=40000; out=70600 KZT; tx=1/2; role_score=0.715; depth=2; truncated=0; is_seed=0,2,False,1,1,40000.0000000000,70600.0000000000,1,2,0.0008023950,1.7650000000,False,True,3,30,0,0.0000000000,0.0000000000,0.0000000000,0.9294928826,0.0000000000,0.2846036648,0.0000000000,0.0000000000,0.0000000000,0.7153963352,0.5969044415,0.7243158367,0.0000000000
100000000299820100,peripheral,1.0000000000,8,0.1687986001,in_deg=1; out_deg=0; in=10000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,10000.0000000000,0.0000000000,1,0,0.0004475484,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.7448843416,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0706594886,0.2626738448,0.0000000000
100000000307908100,peripheral,0.7521909943,9,0.0919967891,in_deg=1; out_deg=0; in=5000; out=0 KZT; tx=1/0; role_score=0.752; depth=2; truncated=0; is_seed=0,2,False,1,0,5000.0000000000,0.0000000000,1,0,0.0002955135,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.3383007117,0.0000000000,0.0000000000,0.0000000000,0.2478090057,0.0000000000,0.7521909943,0.0074024226,0.2626738448,0.0000000000
100000000331309100,coordinator,0.9753564289,10,0.8986248273,in_deg=5; out_deg=99; in=984635; out=2.30014e+07 KZT; tx=8/126; bet_pct=0.991; pr_pct=0.939; depth=2; truncated=0; is_seed=0,2,False,5,99,984635.0000000000,23001375.0000000000,8,126,0.0008697417,23.3603061033,False,True,29,31,14,0.1111111111,0.0045572341,0.9908180301,0.9392793594,0.5085976184,0.6520179909,0.9738521115,0.0000000000,0.9753564289,0.0246435711,0.9997756842,0.9993270525,0.1110363392
100000000332284100,coordinator,0.8020733325,10,0.8097737681,in_deg=10; out_deg=3; in=107426; out=289500 KZT; tx=12/3; bet_pct=0.754; pr_pct=0.915; depth=2; truncated=0; is_seed=0,2,False,10,3,107426.0000000000,289500.0000000000,12,3,0.0007127196,2.6948783349,False,True,10,26,2,0.6666666667,0.0001091373,0.7537562604,0.9148131673,0.7802206105,0.5201846023,0.3954777211,0.0000000000,0.8020733325,0.1979266675,0.8207716465,0.9394347241,0.6262898161
100000000343175100,coordinator,0.9315226222,11,0.9248930049,in_deg=8; out_deg=31; in=178712; out=4.00004e+06 KZT; tx=14/33; bet_pct=0.939; pr_pct=0.914; depth=0; truncated=0; is_seed=1,0,True,8,31,178712.0000000000,4000039.0000000000,14,33,0.0007097624,22.3825988182,False,True,13,21,21,0.6363636364,0.0010946926,0.9390651085,0.9139234875,0.5503928679,0.8802027528,0.8720042366,0.0000000000,0.9315226222,0.0684773778,0.9894571557,0.9912516824,0.6307965251
100000000369781100,peripheral,1.0000000000,10,0.1628597785,in_deg=1; out_deg=0; in=5000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,5000.0000000000,0.0000000000,1,0,0.0005293212,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.8107206406,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0074024226,0.2626738448,0.0000000000
100000000375150100,peripheral,1.0000000000,12,0.3716464932,in_deg=1; out_deg=0; in=300000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,300000.0000000000,0.0000000000,1,0,0.0007407996,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.9210409253,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.7763571108,0.2626738448,0.0000000000
100000000404740100,peripheral,1.0000000000,13,0.2317636863,in_deg=1; out_deg=0; in=25000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,25000.0000000000,0.0000000000,1,0,0.0005545956,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.8592081851,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.2539255271,0.2626738448,0.0000000000
100000000408846100,peripheral,0.6109096404,14,0.1788943794,in_deg=1; out_deg=0; in=40500; out=0 KZT; tx=1/0; role_score=0.611; depth=3; truncated=0; is_seed=0,3,False,1,0,40500.0000000000,0.0000000000,1,0,0.0002941031,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.3138345196,0.0000000000,0.0000000000,0.0000000000,0.3890903596,0.0000000000,0.6109096404,0.3696724989,0.2626738448,0.0000000000
100000000413678100,transit,0.6466136862,8,0.6623756992,in_deg=2; out_deg=3; in=306500; out=528198 KZT; tx=2/18; out/in=1.72; prev_day=0.056; depth=3; truncated=0; is_seed=0,3,False,2,3,306500.0000000000,528198.0000000000,2,18,0.0002990571,1.7233213703,False,True,15,26,1,0.0555555556,0.0000576607,0.6460767947,0.3903469751,0.5729676639,0.6466136862,0.6461095101,0.0000000000,0.5693578488,0.3533863138,0.9122925079,0.9618663078,0.0534370171
100000000424935100,peripheral,1.0000000000,15,0.1322379326,in_deg=1; out_deg=0; in=15000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,15000.0000000000,0.0000000000,1,0,0.0002997739,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.4005782918,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.1310004486,0.2626738448,0.0000000000
100000000425407100,peripheral,0.6745240254,2,0.1540980099,in_deg=1; out_deg=0; in=20000; out=0 KZT; tx=1/0; role_score=0.675; depth=2; truncated=0; is_seed=0,2,False,1,0,20000.0000000000,0.0000000000,1,0,0.0003034325,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.4352758007,0.0000000000,0.0000000000,0.0000000000,0.3254759746,0.0000000000,0.6745240254,0.1976222521,0.2626738448,0.0000000000
100000000437046100,coordinator,0.9564277874,0,0.9084117218,in_deg=9; out_deg=42; in=1.1072e+06; out=7.60622e+06 KZT; tx=20/73; bet_pct=0.969; pr_pct=0.927; depth=2; truncated=0; is_seed=0,2,False,9,42,1107200.0000000000,7606224.0000000000,20,73,0.0007875359,6.8697832370,False,True,21,22,23,0.3150684932,0.0021971485,0.9691151920,0.9268238434,0.5817023092,0.7099250698,0.9023492682,0.0000000000,0.9564277874,0.0435722126,0.9975325258,0.9961866308,0.3138670207
100000000440392100,terminal,0.6544273194,16,0.3152640291,in_deg=1; out_deg=0; in=105705; out=0 KZT; tx=4/0; out/in=0; prev_day=0.000; depth=1; truncated=0; is_seed=0,1,False,1,0,105705.0000000000,0.0000000000,4,0,0.0002953277,0.0000000000,False,True,4,15,0,0.0000000000,0.0000000000,0.0000000000,0.3338523132,0.0000000000,0.0000000000,0.0000000000,0.6544273194,0.0000000000,0.3455726806,0.5892777030,0.7857783760,0.0000000000
100000000456947100,peripheral,1.0000000000,17,0.0000000000,in_deg=0; out_deg=0; in=0; out=0 KZT; tx=0/0; observed_edges=0; depth=0; truncated=0; is_seed=1,0,True,0,0,0.0000000000,0.0000000000,0,0,0.0002840373,-1.0000000000,False,False,0,0,0,0.0000000000,0.0000000000,0.0000000000,0.0093416370,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
100000000470237100,peripheral,1.0000000000,15,0.2520308716,in_deg=1; out_deg=0; in=32500; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,32500.0000000000,0.0000000000,1,0,0.0005840771,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.8765569395,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.3245850157,0.2626738448,0.0000000000
100000000481716100,peripheral,0.7351919009,18,0.1517613832,in_deg=1; out_deg=0; in=8000; out=0 KZT; tx=1/0; role_score=0.735; depth=3; truncated=0; is_seed=0,3,False,1,0,8000.0000000000,0.0000000000,1,0,0.0003749670,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.6750444840,0.0000000000,0.0000000000,0.0000000000,0.2648080991,0.0000000000,0.7351919009,0.0444145357,0.2626738448,0.0000000000
100000000489417100,consolidator,0.6899648685,12,0.4828871290,in_deg=3; out_deg=1; in=73504; out=80000 KZT; tx=3/1; role_score=0.690; depth=2; truncated=0; is_seed=0,2,False,3,1,73504.0000000000,80000.0000000000,3,1,0.0005484753,1.0883761428,False,True,2,3,0,0.0000000000,0.0000140455,0.2095158598,0.8503113879,0.6899648685,0.2554172190,0.0000000000,0.0000000000,0.4017545182,0.3100351315,0.6565724540,0.7857783760,0.0000000000
100000000490383100,distributor,0.7151340494,16,0.7029439119,in_deg=3; out_deg=8; in=62600; out=461375 KZT; tx=3/9; role_score=0.715; depth=2; truncated=0; is_seed=0,2,False,3,8,62600.0000000000,461375.0000000000,3,9,0.0005447704,7.3702076677,False,True,9,27,0,0.0000000000,0.0000516503,0.6302170284,0.8427491103,0.4949655210,0.5319552712,0.7151340494,0.0000000000,0.6939766530,0.2848659506,0.8701211306,0.9228353522,0.0000000000
100000000500040100,peripheral,1.0000000000,0,0.1552323515,in_deg=1; out_deg=0; in=20000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,20000.0000000000,0.0000000000,1,0,0.0003043844,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.4428380783,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.1976222521,0.2626738448,0.0000000000
100000000507799100,coordinator,0.5394940188,19,0.3881296922,in_deg=1; out_deg=1; in=5132; out=8000 KZT; tx=1/1; bet_pct=0.761; pr_pct=0.022; depth=1; truncated=0; is_seed=0,1,False,1,1,5132.0000000000,8000.0000000000,1,1,0.0002845854,1.5588464536,False,True,2,4,0,0.0000000000,0.0001153215,0.7612687813,0.0220195730,0.0000000000,0.1263048451,0.0000000000,0.0000000000,0.5394940188,0.4605059812,0.1101390758,0.6056527591,0.0000000000
100000000533217100,peripheral,0.5825778181,0,0.2862318921,in_deg=1; out_deg=0; in=53587; out=0 KZT; tx=1/0; role_score=0.583; depth=2; truncated=0; is_seed=0,2,False,1,0,53587.0000000000,0.0000000000,1,0,0.0006484520,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.8996886121,0.0000000000,0.0000000000,0.0000000000,0.4174221819,0.0000000000,0.5825778181,0.4475100942,0.2626738448,0.0000000000
100000000534581100,consolidator,0.5905610960,8,0.4029992929,in_deg=2; out_deg=1; in=55960; out=40000 KZT; tx=2/1; role_score=0.591; depth=3; truncated=0; is_seed=0,3,False,2,1,55960.0000000000,40000.0000000000,2,1,0.0002968212,0.7147962831,False,True,3,16,0,0.0000000000,0.0000192202,0.2863105175,0.3525355872,0.5905610960,0.1982190861,0.0000000000,0.2021162636,0.3061780384,0.4094389040,0.5650515926,0.7243158367,0.0000000000
100000000542087100,peripheral,1.0000000000,20,0.0563411183,in_deg=1; out_deg=0; in=8506.91; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,8506.9100000000,0.0000000000,1,0,0.0002848770,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.0318060498,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0486765366,0.2626738448,0.0000000000
100000000552584100,terminal,0.7301665156,21,0.5082141356,in_deg=1; out_deg=1; in=2.5e+06; out=57500 KZT; tx=3/1; out/in=0.023; prev_day=0.000; depth=3; truncated=0; is_seed=0,3,False,1,1,2500000.0000000000,57500.0000000000,3,1,0.0013958160,0.0230000000,False,True,3,9,0,0.0000000000,0.0000000000,0.0000000000,0.9704181495,0.0000000000,0.1751186359,0.0000000000,0.7301665156,0.0000000000,0.2698334844,0.9791386272,0.7857783760,0.0000000000
100000000555721100,consolidator,0.7943487458,0,0.3281139538,in_deg=2; out_deg=0; in=113000; out=0 KZT; tx=3/0; role_score=0.794; depth=1; truncated=0; is_seed=0,1,False,2,0,113000.0000000000,0.0000000000,3,0,0.0003063824,0.0000000000,False,True,2,13,0,0.0000000000,0.0000000000,0.0000000000,0.4592971530,0.7943487458,0.0000000000,0.0000000000,0.7943487458,0.0000000000,0.2056512542,0.6022880215,0.7243158367,0.0000000000
100000000557536100,peripheral,1.0000000000,20,0.3529188749,in_deg=1; out_deg=0; in=153000; out=0 KZT; tx=7/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,153000.0000000000,0.0000000000,7,0,0.0002991407,0.0000000000,True,True,6,13,0,0.0000000000,0.0000000000,0.0000000000,0.3925711744,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.6550022432,0.8685509197,0.0000000000
100000000560751100,peripheral,0.6523118767,12,0.2306960706,in_deg=1; out_deg=0; in=25000; out=0 KZT; tx=1/0; role_score=0.652; depth=3; truncated=0; is_seed=0,3,False,1,0,25000.0000000000,0.0000000000,1,0,0.0005491283,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.8520907473,0.0000000000,0.0000000000,0.0000000000,0.3476881233,0.0000000000,0.6523118767,0.2539255271,0.2626738448,0.0000000000
100000000561160100,peripheral,1.0000000000,2,0.3351614625,in_deg=1; out_deg=0; in=240000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,240000.0000000000,0.0000000000,1,0,0.0004336704,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.7368772242,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.7409152086,0.2626738448,0.0000000000
100000000569479100,terminal,0.5317316410,0,0.3410420199,in_deg=1; out_deg=0; in=320000; out=0 KZT; tx=1/0; out/in=0; prev_day=0.000; depth=3; truncated=0; is_seed=0,3,False,1,0,320000.0000000000,0.0000000000,1,0,0.0003926719,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.6990658363,0.0000000000,0.0000000000,0.0000000000,0.5317316410,0.0000000000,0.4682683590,0.7871242710,0.2626738448,0.0000000000
100000000572276100,peripheral,0.8294032004,22,0.2431443141,in_deg=1; out_deg=1; in=13075; out=34547 KZT; tx=1/1; role_score=0.829; depth=3; truncated=0; is_seed=0,3,False,1,1,13075.0000000000,34547.0000000000,1,1,0.0002860630,2.6422179732,False,True,2,14,0,0.0000000000,0.0000013870,0.1143572621,0.0691725979,0.0000000000,0.1705967996,0.0000000000,0.0000000000,0.1008018628,0.8294032004,0.4075818753,0.6056527591,0.0000000000
100000000580561100,distributor,0.6639769452,23,0.5540410112,in_deg=2; out_deg=3; in=27980; out=1.48808e+06 KZT; tx=3/13; role_score=0.664; depth=0; truncated=0; is_seed=1,0,True,2,3,27980.0000000000,1488077.0000000000,3,13,0.0008289636,53.1835954253,False,True,12,29,0,0.0000000000,0.0000011889,0.0976627713,0.9330516014,0.4776669689,0.6141432457,0.6639769452,0.0000000000,0.3482794203,0.3360230548,0.9531179901,0.9441453567,0.0000000000
100000000581662100,peripheral,1.0000000000,24,0.1562304672,in_deg=1; out_deg=0; in=21160; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,21160.0000000000,0.0000000000,1,0,0.0003012685,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.4165925267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.2173620458,0.2626738448,0.0000000000
100000000581682100,peripheral,1.0000000000,15,0.0707112019,in_deg=1; out_deg=0; in=5000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,5000.0000000000,0.0000000000,1,0,0.0002892828,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.1963967972,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0074024226,0.2626738448,0.0000000000
100000000583220100,peripheral,0.6272938958,25,0.5354894361,in_deg=1; out_deg=1; in=5000; out=761255 KZT; tx=1/4; role_score=0.627; depth=3; truncated=0; is_seed=0,3,False,1,1,5000.0000000000,761255.0000000000,1,4,0.0002964898,152.2510000000,False,True,5,24,0,0.0000000000,0.0000196165,0.3823038397,0.3503113879,0.0000000000,0.1614827624,0.0000000000,0.0000000000,0.3727061042,0.6272938958,0.9028712427,0.8227904890,0.0000000000
100000000594783100,terminal,0.7438205446,21,0.5760544790,in_deg=1; out_deg=2; in=2.635e+06; out=152500 KZT; tx=10/2; out/in=0.0579; prev_day=0.500; depth=3; truncated=0; is_seed=0,3,False,1,2,2635000.0000000000,152500.0000000000,10,2,0.0014558520,0.0578747628,False,True,8,26,1,0.5000000000,0.0000000000,0.0000000000,0.9735320285,0.0000000000,0.3678724479,0.4290746077,0.7438205446,0.0000000000,0.2561794554,0.9818304172,0.9228353522,0.4614176761
100000000596954100,coordinator,0.6754592842,2,0.6152307637,in_deg=1; out_deg=2; in=120000; out=48100 KZT; tx=1/2; bet_pct=0.629; pr_pct=0.785; depth=2; truncated=0; is_seed=0,2,False,1,2,120000.0000000000,48100.0000000000,1,2,0.0005125061,0.4008333333,False,True,2,3,0,0.0000000000,0.0000483478,0.6285475793,0.7849199288,0.0000000000,0.3293421790,0.3658341338,0.2838753526,0.6754592842,0.3245407158,0.6754149843,0.7243158367,0.0000000000
100000000600707100,peripheral,1.0000000000,26,0.3567534484,in_deg=1; out_deg=0; in=89000; out=0 KZT; tx=2/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,89000.0000000000,0.0000000000,2,0,0.0005665291,0.0000000000,True,True,2,10,0,0.0000000000,0.0000000000,0.0000000000,0.8672153025,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.5432929565,0.6056527591,0.0000000000
100000000607731100,peripheral,0.7994234236,27,0.3223436722,in_deg=1; out_deg=1; in=20000; out=66666 KZT; tx=1/1; role_score=0.799; depth=1; truncated=0; is_seed=0,1,False,1,1,20000.0000000000,66666.0000000000,1,1,0.0003157271,3.3333000000,False,True,2,17,0,0.0000000000,0.0000005944,0.0517529215,0.5249110320,0.0000000000,0.2005765764,0.0000000000,0.0000000000,0.1937003547,0.7994234236,0.5385823239,0.6056527591,0.0000000000
100000000607941100,coordinator,0.7137528666,16,0.6619684028,in_deg=2; out_deg=1; in=50000; out=70000 KZT; tx=3/4; bet_pct=0.646; pr_pct=0.872; depth=2; truncated=0; is_seed=0,2,False,2,1,50000.0000000000,70000.0000000000,3,4,0.0005743728,1.4000000000,False,True,5,22,1,0.2500000000,0.0000576607,0.6460767947,0.8716637011,0.6102044928,0.3661091670,0.0000000000,0.0000000000,0.7137528666,0.2862471334,0.6123822342,0.8685509197,0.2171377299
100000000608031100,peripheral,1.0000000000,28,0.2389496660,in_deg=1; out_deg=0; in=30000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,30000.0000000000,0.0000000000,1,0,0.0005354300,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.8267348754,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.3021534320,0.2626738448,0.0000000000
