cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
19,7,0,143000.0000000000,"[100000000507799100, 100000005911352100, 100000004508696100, 100000003962994100, 100000002217806100]","Observed roles: coordinator=3, peripheral=4; internal=143000.00 KZT; truncated=2. Structural grouping; requires contextual review."
20,8,0,2473417.9100000001,"[100000004906181100, 100000008175078100, 100000008675322100, 100000000557536100, 100000008349740100]","Observed roles: distributor=1, peripheral=7; internal=2473417.91 KZT; truncated=7. Structural grouping; requires contextual review."
21,17,1,21586840.0000000000,"[100000002224132100, 100000005664922100, 100000003835149100, 100000001965374100, 100000004603109100]","Observed roles: consolidator=1, transit=1, distributor=3, terminal=7, peripheral=5; internal=21586840.00 KZT; truncated=0. Structural grouping; requires contextual review."
22,270,1,10178044.0000000000,"[100000001697501100, 100000002527114100, 100000002578405100, 100000002733905100, 100000002863356100]","Observed roles: consolidator=2, distributor=3, terminal=8, peripheral=257; internal=10178044.00 KZT; truncated=4. Structural grouping; requires contextual review."
23,6,1,1527967.0000000000,"[100000000580561100, 100000007939160100, 100000003888271100, 100000005183943100, 100000007930878100]","Observed roles: distributor=1, terminal=2, peripheral=3; internal=1527967.00 KZT; truncated=0. Structural grouping; requires contextual review."
24,51,0,13990812.0000000000,"[100000001287955100, 100000008512827100, 100000008742053100, 100000005242320100, 100000002748180100]","Observed roles: consolidator=11, distributor=4, terminal=14, coordinator=1, peripheral=21; internal=13990812.00 KZT; truncated=11. Structural grouping; requires contextual review."
25,2,0,761255.0000000000,"[100000000583220100, 100000004586598100]",Observed roles: peripheral=2; internal=761255.00 KZT; truncated=1. Structural grouping; requires contextual review.
26,8,0,389000.0000000000,"[100000005507142100, 100000002612809100, 100000001825934100, 100000005264874100, 100000002214207100]","Observed roles: consolidator=1, distributor=1, peripheral=6; internal=389000.00 KZT; truncated=4. Structural grouping; requires contextual review."
27,13,1,1392916.0000000000,"[100000001380054100, 100000006232815100, 100000000703894100, 100000001782980100, 100000000607731100]","Observed roles: distributor=2, terminal=1, peripheral=10; internal=1392916.00 KZT; truncated=0. Structural grouping; requires contextual review."
28,41,0,5151924.1899999995,"[100000003242289100, 100000008413748100, 100000008512552100, 100000003178549100, 100000006225798100]","Observed roles: consolidator=8, distributor=2, terminal=2, coordinator=2, peripheral=27; internal=5151924.19 KZT; truncated=9. Structural grouping; requires contextual review."
29,18,0,3422800.0000000000,"[100000008137435100, 100000003701161100, 100000004580202100, 100000002267998100, 100000001063678100]","Observed roles: transit=1, terminal=5, coordinator=5, peripheral=7; internal=3422800.00 KZT; truncated=2. Structural grouping; requires contextual review."
30,7,0,3077000.0000000000,"[100000002241986100, 100000001053894100, 100000002594214100, 100000004047887100, 100000001286703100]","Observed roles: distributor=1, peripheral=6; internal=3077000.00 KZT; truncated=6. Structural grouping; requires contextual review."
31,4,0,518000.0000000000,"[100000002205022100, 100000003163886100, 100000000629812100, 100000001380107100]","Observed roles: consolidator=1, terminal=1, coordinator=1, peripheral=1; internal=518000.00 KZT; truncated=0. Structural grouping; requires contextual review."
32,20,0,617900.0000000000,"[100000000723383100, 100000003154105100, 100000001427082100, 100000002185328100, 100000002448088100]","Observed roles: consolidator=1, coordinator=4, peripheral=15; internal=617900.00 KZT; truncated=15. Structural grouping; requires contextual review."
33,13,0,6748650.0000000000,"[100000007442518100, 100000008258083100, 100000000673868100, 100000004673335100, 100000003173783100]","Observed roles: consolidator=1, distributor=1, terminal=4, coordinator=2, peripheral=5; internal=6748650.00 KZT; truncated=2. Structural grouping; requires contextual review."
34,17,1,2977887.0000000000,"[100000004160650100, 100000002731501100, 100000003616818100, 100000001330595100, 100000004064431100]","Observed roles: consolidator=5, distributor=2, terminal=3, peripheral=7; internal=2977887.00 KZT; truncated=1. Structural grouping; requires contextual review."
35,30,0,8045494.0000000000,"[100000008710843100, 100000005527892100, 100000008743913100, 100000008758168100, 100000002748532100]","Observed roles: consolidator=8, distributor=4, terminal=5, coordinator=1, peripheral=12; internal=8045494.00 KZT; truncated=3. Structural grouping; requires contextual review."
36,11,0,3784703.0000000000,"[100000003004487100, 100000002175422100, 100000001317336100, 100000003557488100, 100000003696422100]","Observed roles: terminal=3, coordinator=3, peripheral=5; internal=3784703.00 KZT; truncated=3. Structural grouping; requires contextual review."
37,3,1,450000.0000000000,"[100000002371751100, 100000000769919100, 100000007018630100]","Observed roles: terminal=1, peripheral=2; internal=450000.00 KZT; truncated=0. Structural grouping; requires contextual review."
38,9,0,1406982.0000000000,"[100000002217161100, 100000008254576100, 100000001445848100, 100000007647294100, 100000002242066100]","Observed roles: transit=1, terminal=1, coordinator=1, peripheral=6; internal=1406982.00 KZT; truncated=1. Structural grouping; requires contextual review."
39,4,1,1404980.0000000000,"[100000001872484100, 100000008601794100, 100000002459163100, 100000000785800100]","Observed roles: consolidator=1, distributor=1, peripheral=2; internal=1404980.00 KZT; truncated=0. Structural grouping; requires contextual review."
40,44,0,10215968.8399999999,"[100000005933757100, 100000005222360100, 100000004159526100, 100000002963189100, 100000001937767100]","Observed roles: consolidator=2, distributor=2, terminal=6, coordinator=4, peripheral=30; internal=10215968.84 KZT; truncated=7. Structural grouping; requires contextual review."
41,10,0,322010.0000000000,"[100000008172352100, 100000007322059100, 100000004552204100, 100000001597505100, 100000003646145100]","Observed roles: terminal=1, coordinator=3, peripheral=6; internal=322010.00 KZT; truncated=1. Structural grouping; requires contextual review."
42,56,3,13397542.0000000000,"[100000008547844100, 100000008465789100, 100000008466579100, 100000008223661100, 100000008603331100]","Observed roles: consolidator=16, transit=2, distributor=4, terminal=1, coordinator=3, peripheral=30; internal=13397542.00 KZT; truncated=13. Structural grouping; requires contextual review."
43,30,1,6513430.0000000000,"[100000001049200100, 100000003854444100, 100000003873332100, 100000008546855100, 100000004451012100]","Observed roles: consolidator=2, distributor=1, terminal=5, coordinator=6, peripheral=16; internal=6513430.00 KZT; truncated=5. Structural grouping; requires contextual review."
44,4,0,1595700.0000000000,"[100000001052945100, 100000001131403100, 100000004616845100, 100000005146665100]","Observed roles: distributor=1, peripheral=3; internal=1595700.00 KZT; truncated=3. Structural grouping; requires contextual review."
45,5,0,172000.0000000000,"[100000005031696100, 100000004659919100, 100000001223977100, 100000002700161100, 100000008461217100]","Observed roles: coordinator=2, peripheral=3; internal=172000.00 KZT; truncated=2. Structural grouping; requires contextual review."
46,15,0,3436955.0000000000,"[100000002152857100, 100000004221668100, 100000006240939100, 100000004321983100, 100000006664478100]","Observed roles: consolidator=3, distributor=2, terminal=3, peripheral=7; internal=3436955.00 KZT; truncated=3. Structural grouping; requires contextual review."
47,26,14,2289450.0000000000,"[100000004403675100, 100000003823811100, 100000008254069100, 100000005264990100, 100000005382566100]","Observed roles: consolidator=3, terminal=1, coordinator=7, peripheral=15; internal=2289450.00 KZT; truncated=2. Structural grouping; requires contextual review."
48,5,0,338950.0000000000,"[100000004715209100, 100000008190411100, 100000003133045100, 100000004747154100, 100000001498732100]","Observed roles: distributor=1, peripheral=4; internal=338950.00 KZT; truncated=4. Structural grouping; requires contextual review."
49,6,0,2540000.0000000000,"[100000004479404100, 100000004717647100, 100000002922000100, 100000002659103100, 100000001533161100]","Observed roles: distributor=1, coordinator=1, peripheral=4; internal=2540000.00 KZT; truncated=4. Structural grouping; requires contextual review."
50,4,1,79050.0000000000,"[100000003148220100, 100000006888238100, 100000001852140100, 100000004971871100]",Observed roles: peripheral=4; internal=79050.00 KZT; truncated=0. Structural grouping; requires contextual review.
51,5,0,1138730.0000000000,"[100000003321895100, 100000008430691100, 100000007330432100, 100000003692843100, 100000002371892100]","Observed roles: coordinator=1, peripheral=4; internal=1138730.00 KZT; truncated=3. Structural grouping; requires contextual review."
52,6,1,275885.0000000000,"[100000005895525100, 100000002462183100, 100000005056870100, 100000007175718100, 100000005807278100]","Observed roles: distributor=1, terminal=2, peripheral=3; internal=275885.00 KZT; truncated=0. Structural grouping; requires contextual review."
53,4,0,332709.0000000000,"[100000002513028100, 100000004610802100, 100000002516862100, 100000004780083100]","Observed roles: distributor=1, peripheral=3; internal=332709.00 KZT; truncated=3. Structural grouping; requires contextual review."
54,6,0,2534500.0000000000,"[100000003747133100, 100000004722765100, 100000005075949100, 100000002578653100, 100000006527156100]","Observed roles: consolidator=1, coordinator=1, peripheral=4; internal=2534500.00 KZT; truncated=3. Structural grouping; requires contextual review."
55,5,1,2809200.0000000000,"[100000004135268100, 100000008571433100, 100000004979498100, 100000007507343100, 100000002738256100]","Observed roles: transit=2, terminal=1, peripheral=2; internal=2809200.00 KZT; truncated=0. Structural grouping; requires contextual review."
56,3,1,390167.6200000000,"[100000002781227100, 100000002796853100, 100000008522127100]","Observed roles: terminal=1, coordinator=1, peripheral=1; internal=390167.62 KZT; truncated=0. Structural grouping; requires contextual review."
57,6,0,720900.0000000000,"[100000007472293100, 100000008761219100, 100000006638021100, 100000008333492100, 100000002794374100]","Observed roles: consolidator=2, distributor=1, peripheral=3; internal=720900.00 KZT; truncated=4. Structural grouping; requires contextual review."
58,2,1,30000.0000000000,"[100000003980083100, 100000003200071100]",Observed roles: peripheral=2; internal=30000.00 KZT; truncated=0. Structural grouping; requires contextual review.
59,10,0,1727065.0000000000,"[100000004076740100, 100000005519998100, 100000004017410100, 100000004336312100, 100000003934614100]","Observed roles: consolidator=1, distributor=1, terminal=1, coordinator=2, peripheral=5; internal=1727065.00 KZT; truncated=2. Structural grouping; requires contextual review."
60,1,1,0.0000000000,[100000003265658100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
61,1,1,0.0000000000,[100000003349739100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
62,7,0,1765600.0000000000,"[100000007392365100, 100000007865484100, 100000008551752100, 100000003631015100, 100000004976946100]","Observed roles: distributor=1, peripheral=6; internal=1765600.00 KZT; truncated=6. Structural grouping; requires contextual review."
63,7,0,1268308.0000000000,"[100000008011159100, 100000006169033100, 100000006232642100, 100000005754335100, 100000003664994100]","Observed roles: distributor=1, coordinator=1, peripheral=5; internal=1268308.00 KZT; truncated=2. Structural grouping; requires contextual review."
64,1,1,0.0000000000,[100000003770083100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
65,2,1,81465.0000000000,"[100000003865939100, 100000005392290100]",Observed roles: peripheral=2; internal=81465.00 KZT; truncated=0. Structural grouping; requires contextual review.
66,1,1,0.0000000000,[100000004021459100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
67,3,0,1557988.0000000000,"[100000008258458100, 100000004035925100, 100000008619159100]","Observed roles: distributor=1, peripheral=2; internal=1557988.00 KZT; truncated=2. Structural grouping; requires contextual review."
68,6,1,383300.0000000000,"[100000005546031100, 100000005547096100, 100000004094958100, 100000004331458100, 100000005363908100]","Observed roles: consolidator=1, distributor=1, terminal=1, peripheral=3; internal=383300.00 KZT; truncated=0. Structural grouping; requires contextual review."
69,1,1,0.0000000000,[100000004174835100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
70,4,2,1499679.0000000000,"[100000008418835100, 100000008730021100, 100000008701944100, 100000004269433100]","Observed roles: terminal=1, coordinator=1, peripheral=2; internal=1499679.00 KZT; truncated=0. Structural grouping; requires contextual review."
71,3,1,450816.0000000000,"[100000005034574100, 100000007283257100, 100000004388983100]","Observed roles: distributor=1, terminal=2; internal=450816.00 KZT; truncated=0. Structural grouping; requires contextual review."
72,3,0,627870.0000000000,"[100000008628231100, 100000004666651100, 100000005664632100]","Observed roles: distributor=1, terminal=2; internal=627870.00 KZT; truncated=0. Structural grouping; requires contextual review."
73,1,1,0.0000000000,[100000005017150100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
74,1,1,0.0000000000,[100000005087431100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
75,1,1,0.0000000000,[100000005235389100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
76,1,1,0.0000000000,[100000005480435100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
77,1,1,0.0000000000,[100000005495722100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
78,1,1,0.0000000000,[100000005550592100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
79,1,1,0.0000000000,[100000005560900100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
80,1,1,0.0000000000,[100000005568407100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
81,5,2,108007.0000000000,"[100000006562026100, 100000007347733100, 100000008129393100, 100000006249740100, 100000006831291100]","Observed roles: consolidator=1, distributor=1, peripheral=3; internal=108007.00 KZT; truncated=0. Structural grouping; requires contextual review."
82,2,0,857500.0000000000,"[100000008324800100, 100000007390016100]","Observed roles: consolidator=1, transit=1; internal=857500.00 KZT; truncated=0. Structural grouping; requires contextual review."
83,1,1,0.0000000000,[100000008117324100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
84,1,1,0.0000000000,[100000008205000100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
85,1,1,0.0000000000,[100000008513251100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
86,1,1,0.0000000000,[100000008669037100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
87,1,1,0.0000000000,[100000008701222100],Observed roles: peripheral=1; internal=0.00 KZT; truncated=0. Structural grouping; requires contextual review.
